locus_tag	ftype	length_bp	gene	EC_number	COG	product
OBENKMEN_00873	CDS	990			COG2220	putative protein
OBENKMEN_00874	CDS	1527	uidB		COG2211	Glucuronide carrier protein
OBENKMEN_00875	CDS	1167	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
OBENKMEN_00876	tRNA	76				tRNA-Thr(tgt)
OBENKMEN_00877	tRNA	88				tRNA-Ser(tga)
OBENKMEN_00878	CDS	1233				hypothetical protein
OBENKMEN_00879	CDS	708	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
OBENKMEN_00880	CDS	1545	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
OBENKMEN_00881	CDS	1749				hypothetical protein
OBENKMEN_00882	CDS	2541				hypothetical protein
OBENKMEN_00883	CDS	795				hypothetical protein
OBENKMEN_00884	CDS	1668	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
OBENKMEN_00885	CDS	303	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
OBENKMEN_00886	CDS	675	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
OBENKMEN_00887	CDS	2397				hypothetical protein
OBENKMEN_00888	CDS	1446	phoA	3.1.3.1	COG1785	Alkaline phosphatase
OBENKMEN_00889	CDS	519	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
OBENKMEN_00890	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
OBENKMEN_00891	CDS	957	uspE		COG0589	Universal stress protein E
OBENKMEN_00892	tRNA	77				tRNA-Pro(ggg)
OBENKMEN_00893	CDS	1797	yejM		COG3083	Inner membrane protein YejM
OBENKMEN_00894	CDS	228				hypothetical protein
OBENKMEN_00895	CDS	1005	yejK		COG3081	Nucleoid-associated protein YejK
OBENKMEN_00896	CDS	633				hypothetical protein
OBENKMEN_00897	CDS	450				hypothetical protein
OBENKMEN_00898	CDS	843	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
OBENKMEN_00899	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
OBENKMEN_00900	CDS	1767	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
OBENKMEN_00901	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
OBENKMEN_00902	CDS	216	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
OBENKMEN_00903	CDS	1281	gltA	2.3.3.16	COG0372	Citrate synthase
OBENKMEN_00904	CDS	579	grpE		COG0576	Protein GrpE
OBENKMEN_00905	CDS	768	nadK	2.7.1.23	COG0061	NAD kinase
OBENKMEN_00906	CDS	1662	recN		COG0497	DNA repair protein RecN
OBENKMEN_00907	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
OBENKMEN_00908	CDS	285				hypothetical protein
OBENKMEN_00909	CDS	435	pasT		COG2867	Persistence and stress-resistance toxin PasT
OBENKMEN_00910	CDS	495	smpB		COG0691	SsrA-binding protein
OBENKMEN_00911	tmRNA	364	ssrA			transfer-messenger RNA, SsrA
OBENKMEN_00912	CDS	393				hypothetical protein
OBENKMEN_00913	CDS	675	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
OBENKMEN_00914	CDS	930	fdhE		COG3058	Protein FdhE
OBENKMEN_00915	CDS	1389	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
OBENKMEN_00916	CDS	1953	selB		COG3276	Selenocysteine-specific elongation factor
OBENKMEN_00917	CDS	465				hypothetical protein
OBENKMEN_00918	CDS	333				hypothetical protein
OBENKMEN_00919	CDS	582				hypothetical protein
OBENKMEN_00920	CDS	159				hypothetical protein
OBENKMEN_00921	CDS	204				hypothetical protein
OBENKMEN_00922	CDS	1230	mdfA			Multidrug transporter MdfA
OBENKMEN_00923	CDS	264				hypothetical protein
OBENKMEN_00924	CDS	243				hypothetical protein
OBENKMEN_00925	CDS	339				IS256 family transposase ISEc39
OBENKMEN_00926	CDS	174				hypothetical protein
OBENKMEN_00927	CDS	570				hypothetical protein
OBENKMEN_00928	CDS	435				hypothetical protein
OBENKMEN_00929	CDS	105				hypothetical protein
OBENKMEN_00930	CDS	162				hypothetical protein
OBENKMEN_00931	CDS	798	nagR_2		COG2188	HTH-type transcriptional repressor NagR
OBENKMEN_00932	CDS	1014	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
OBENKMEN_00933	CDS	1269				hypothetical protein
OBENKMEN_00934	CDS	861	sugA		COG1175	Trehalose transport system permease protein SugA
OBENKMEN_00935	CDS	828	dasC_1		COG0395	Diacetylchitobiose uptake system permease protein DasC
OBENKMEN_00936	CDS	891	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
OBENKMEN_00937	CDS	282				hypothetical protein
OBENKMEN_00938	CDS	186				hypothetical protein
OBENKMEN_00939	CDS	1281				hypothetical protein
OBENKMEN_00940	CDS	816	sapF		COG4167	Putrescine export system ATP-binding protein SapF
OBENKMEN_00941	CDS	993	sapD		COG4170	Peptide transport system ATP-binding protein SapD
OBENKMEN_00942	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
OBENKMEN_00943	CDS	966	sapB		COG4168	Putrescine export system permease protein SapB
OBENKMEN_00944	CDS	1647	sapA		COG4166	Peptide transport periplasmic protein SapA
OBENKMEN_00945	CDS	1233				hypothetical protein
OBENKMEN_00946	CDS	168				hypothetical protein
OBENKMEN_00947	CDS	102				hypothetical protein
OBENKMEN_00948	CDS	2184				hypothetical protein
OBENKMEN_00949	CDS	261				hypothetical protein
OBENKMEN_00950	CDS	327	malK_2	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
OBENKMEN_00951	CDS	831				hypothetical protein
OBENKMEN_00952	CDS	1113	nagK_1	2.7.1.59		N-acetyl-D-glucosamine kinase
OBENKMEN_00953	tRNA	90				tRNA-Ser(gga)
OBENKMEN_00954	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
OBENKMEN_00955	CDS	186				hypothetical protein
OBENKMEN_00956	CDS	1215	intS_1		COG0582	Prophage integrase IntS
OBENKMEN_00957	tRNA	74				tRNA-Gly(ccc)
OBENKMEN_00958	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
OBENKMEN_00959	CDS	933	prfB		COG1186	Peptide chain release factor RF2
OBENKMEN_00960	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
OBENKMEN_00961	CDS	717	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
OBENKMEN_00962	CDS	900	xerD		COG4974	Tyrosine recombinase XerD
OBENKMEN_00963	CDS	519	fldB		COG0716	Flavodoxin 2
OBENKMEN_00964	CDS	1479	creD		COG4452	Inner membrane protein CreD
OBENKMEN_00965	CDS	1419	creC	2.7.13.3	COG0642	Sensor protein CreC
OBENKMEN_00966	CDS	699	creB		COG0745	Transcriptional regulatory protein CreB
OBENKMEN_00967	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
OBENKMEN_00968	CDS	993	ygfZ		COG0354	tRNA-modifying protein YgfZ
OBENKMEN_00969	CDS	498				hypothetical protein
OBENKMEN_00970	CDS	702				hypothetical protein
OBENKMEN_00971	CDS	1104				hypothetical protein
OBENKMEN_00972	CDS	1977	ehaG		COG5295	Autotransporter adhesin EhaG
OBENKMEN_00973	CDS	153				hypothetical protein
OBENKMEN_00974	CDS	1320	sstT		COG3633	Serine/threonine transporter SstT
OBENKMEN_00975	CDS	996	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
OBENKMEN_00976	CDS	510	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
OBENKMEN_00977	CDS	1296				hypothetical protein
OBENKMEN_00978	CDS	1143				hypothetical protein
OBENKMEN_00979	CDS	366				hypothetical protein
OBENKMEN_00980	CDS	237				hypothetical protein
OBENKMEN_00981	CDS	333				hypothetical protein
OBENKMEN_00982	CDS	201				hypothetical protein
OBENKMEN_00983	CDS	327				hypothetical protein
OBENKMEN_00984	CDS	2292				hypothetical protein
OBENKMEN_00985	CDS	984				hypothetical protein
OBENKMEN_00986	CDS	1845				hypothetical protein
OBENKMEN_00987	CDS	444				hypothetical protein
OBENKMEN_00988	CDS	519	hcp1_2		COG3157	Protein hcp1
OBENKMEN_00989	CDS	1512				hypothetical protein
OBENKMEN_00990	CDS	561				hypothetical protein
OBENKMEN_00991	CDS	987				hypothetical protein
OBENKMEN_00992	CDS	165				hypothetical protein
OBENKMEN_00993	CDS	1089				hypothetical protein
OBENKMEN_00994	CDS	501				hypothetical protein
OBENKMEN_00995	CDS	399	yffB		COG1393	Protein YffB
OBENKMEN_00996	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
OBENKMEN_00997	CDS	678				hypothetical protein
OBENKMEN_00998	CDS	195				hypothetical protein
OBENKMEN_00999	CDS	2100	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
OBENKMEN_01000	CDS	453				hypothetical protein
OBENKMEN_01001	CDS	867				hypothetical protein
OBENKMEN_01002	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
OBENKMEN_01003	CDS	924	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
OBENKMEN_01004	CDS	747	glnQ_2			Glutamine transport ATP-binding protein GlnQ
OBENKMEN_01005	CDS	654	yecS_2		COG0765	L-cystine transport system permease protein YecS
OBENKMEN_01006	CDS	669	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
OBENKMEN_01007	CDS	789	fliY_2		COG0834	L-cystine-binding protein FliY
OBENKMEN_01008	CDS	834				hypothetical protein
OBENKMEN_01009	CDS	204				hypothetical protein
OBENKMEN_01010	CDS	1398	atzE	3.5.1.131		1-carboxybiuret hydrolase subunit AtzE
OBENKMEN_01011	CDS	468				hypothetical protein
OBENKMEN_01012	CDS	1200				putative transporter
OBENKMEN_01013	CDS	774	ygaZ		COG1296	Inner membrane protein YgaZ
OBENKMEN_01014	CDS	342				hypothetical protein
OBENKMEN_01015	CDS	513	mprA		COG1846	Transcriptional repressor MprA
OBENKMEN_01016	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
OBENKMEN_01017	CDS	1536	emrB			Multidrug export protein EmrB
OBENKMEN_01018	CDS	1167	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
OBENKMEN_01019	CDS	438	trxC	1.8.1.8	COG0526	Thioredoxin 2
OBENKMEN_01020	CDS	750				hypothetical protein
OBENKMEN_01021	CDS	2643	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
OBENKMEN_01022	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
OBENKMEN_01023	CDS	342				hypothetical protein
OBENKMEN_01024	CDS	234	mntP_2		COG1971	putative manganese efflux pump MntP
OBENKMEN_01025	CDS	2292	fcuA			Ferrichrome receptor FcuA
OBENKMEN_01026	CDS	519				hypothetical protein
OBENKMEN_01027	CDS	1356				hypothetical protein
OBENKMEN_01028	CDS	279				hypothetical protein
OBENKMEN_01029	CDS	840	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
OBENKMEN_01030	CDS	756				hypothetical protein
OBENKMEN_01031	CDS	210	cspC_1			Cold shock-like protein CspC
OBENKMEN_01032	CDS	165				hypothetical protein
OBENKMEN_01033	CDS	408	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
OBENKMEN_01034	CDS	666	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
OBENKMEN_01035	CDS	555				hypothetical protein
OBENKMEN_01036	CDS	876		2.7.1.-		putative ketoamine kinase
OBENKMEN_01037	CDS	894	mntB_1			Manganese transport system membrane protein MntB
OBENKMEN_01038	CDS	885	mntB_2			Manganese transport system membrane protein MntB
OBENKMEN_01039	CDS	891	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OBENKMEN_01040	CDS	969	yfeA		COG0803	Periplasmic chelated iron-binding protein YfeA
OBENKMEN_01041	CDS	753	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
OBENKMEN_01042	CDS	1995	tktA	2.2.1.1	COG0021	Transketolase 1
OBENKMEN_01043	CDS	372				hypothetical protein
OBENKMEN_01044	CDS	195				hypothetical protein
OBENKMEN_01045	CDS	2697				hypothetical protein
OBENKMEN_01046	CDS	993	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
OBENKMEN_01047	CDS	453	hslJ		COG3187	Heat shock protein HslJ
OBENKMEN_01048	CDS	342				hypothetical protein
OBENKMEN_01049	CDS	660				hypothetical protein
OBENKMEN_01050	CDS	333	emrE		COG2076	Multidrug transporter EmrE
OBENKMEN_01051	CDS	3183	lacZ	3.2.1.23		Beta-galactosidase
OBENKMEN_01052	CDS	213	cspC_2			Cold shock-like protein CspC
OBENKMEN_01053	CDS	192	dsrB			Protein DsrB
OBENKMEN_01054	CDS	462	tar		COG0840	Methyl-accepting chemotaxis protein II
OBENKMEN_01055	CDS	1320	trg		COG0840	Methyl-accepting chemotaxis protein III
OBENKMEN_01056	CDS	699	mgtC		COG1285	Protein MgtC
OBENKMEN_01057	CDS	2700	mgtB	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
OBENKMEN_01058	CDS	1659				hypothetical protein
OBENKMEN_01059	CDS	1482	gntP_1		COG2610	High-affinity gluconate transporter
OBENKMEN_01060	CDS	1005	ousX		COG2113	Glycine betaine-binding periplasmic protein OusX
OBENKMEN_01061	CDS	1167	ousW		COG4176	Glycine betaine/choline transport system permease protein OusW
OBENKMEN_01062	CDS	1200	ousV		COG4175	Glycine betaine/choline transport system ATP-binding protein OusV
OBENKMEN_01063	CDS	972	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
OBENKMEN_01064	CDS	2151	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
OBENKMEN_01065	CDS	405	nrdI		COG1780	Protein NrdI
OBENKMEN_01066	CDS	237	nrdH		COG0695	Glutaredoxin-like protein NrdH
OBENKMEN_01067	CDS	366	asr_2			Acid shock protein
OBENKMEN_01068	CDS	321	tibA			Adhesin/invasin TibA autotransporter
OBENKMEN_01069	CDS	2997				hypothetical protein
OBENKMEN_01070	CDS	4299				hypothetical protein
OBENKMEN_01071	CDS	489				hypothetical protein
OBENKMEN_01072	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
OBENKMEN_01073	CDS	543				hypothetical protein
OBENKMEN_01074	CDS	1032	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
OBENKMEN_01075	CDS	867	thiK	2.7.1.89	COG0510	Thiamine kinase
OBENKMEN_01076	CDS	576	lpoB		COG3417	Penicillin-binding protein activator LpoB
OBENKMEN_01077	CDS	390				hypothetical protein
OBENKMEN_01078	CDS	354	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
OBENKMEN_01079	CDS	819	sdhL	1.1.1.25	COG0169	Shikimate dehydrogenase-like protein
OBENKMEN_01080	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
OBENKMEN_01081	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
OBENKMEN_01082	tRNA	77				tRNA-Val(gac)
OBENKMEN_01083	tRNA	77				tRNA-Val(gac)
OBENKMEN_01084	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
OBENKMEN_01085	CDS	657	ribC	2.5.1.9	COG0307	Riboflavin synthase
OBENKMEN_01086	CDS	1152	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
OBENKMEN_01087	CDS	849	ydhC			Inner membrane transport protein YdhC
OBENKMEN_01088	CDS	768				hypothetical protein
OBENKMEN_01089	CDS	966				hypothetical protein
OBENKMEN_01090	CDS	816				hypothetical protein
OBENKMEN_01091	CDS	396	yecN		COG3788	Inner membrane protein YecN
OBENKMEN_01092	CDS	804	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
OBENKMEN_01093	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
OBENKMEN_01094	CDS	765	cutC		COG3142	Copper homeostasis protein CutC
OBENKMEN_01095	CDS	576	yecM		COG3102	Protein YecM
OBENKMEN_01096	CDS	1731	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
OBENKMEN_01097	CDS	4731	shlA_1			Hemolysin
OBENKMEN_01098	CDS	1662	shlB_1			Hemolysin transporter protein ShlB
OBENKMEN_01099	CDS	1350	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
OBENKMEN_01100	CDS	684	ompR_1			Transcriptional regulatory protein OmpR
OBENKMEN_01101	CDS	1206	macA_1		COG0845	Macrolide export protein MacA
OBENKMEN_01102	CDS	2037	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
OBENKMEN_01103	CDS	1647	cdr	1.8.1.14		Coenzyme A disulfide reductase
OBENKMEN_01104	CDS	1461	yodF		COG0591	putative symporter YodF
OBENKMEN_01105	CDS	198				hypothetical protein
OBENKMEN_01106	CDS	1032		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
OBENKMEN_01107	CDS	192				hypothetical protein
OBENKMEN_01108	CDS	1182	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
OBENKMEN_01109	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
OBENKMEN_01110	CDS	360				hypothetical protein
OBENKMEN_01111	CDS	909	yddG		COG0697	Aromatic amino acid exporter YddG
OBENKMEN_01112	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
OBENKMEN_01113	CDS	891	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
OBENKMEN_01114	CDS	327				hypothetical protein
OBENKMEN_01115	CDS	1602	cueO		COG2132	Blue copper oxidase CueO
OBENKMEN_01116	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
OBENKMEN_01117	CDS	876				hypothetical protein
OBENKMEN_01118	CDS	261				hypothetical protein
OBENKMEN_01119	CDS	699				hypothetical protein
OBENKMEN_01120	CDS	447				hypothetical protein
OBENKMEN_01121	CDS	606				hypothetical protein
OBENKMEN_01122	CDS	390				hypothetical protein
OBENKMEN_01123	CDS	564				hypothetical protein
OBENKMEN_01124	CDS	177				hypothetical protein
OBENKMEN_01125	CDS	210				hypothetical protein
OBENKMEN_01126	CDS	276				hypothetical protein
OBENKMEN_01127	CDS	198				hypothetical protein
OBENKMEN_01128	CDS	513				hypothetical protein
OBENKMEN_01129	CDS	459				hypothetical protein
OBENKMEN_01130	CDS	159				hypothetical protein
OBENKMEN_01131	CDS	714				hypothetical protein
OBENKMEN_01132	CDS	636				hypothetical protein
OBENKMEN_01133	CDS	450				hypothetical protein
OBENKMEN_01134	CDS	579				hypothetical protein
OBENKMEN_01135	CDS	3213				hypothetical protein
OBENKMEN_01136	CDS	855				hypothetical protein
OBENKMEN_01137	CDS	498				hypothetical protein
OBENKMEN_01138	CDS	507				hypothetical protein
OBENKMEN_01139	CDS	162	garK	2.7.1.165	COG1929	Glycerate 2-kinase
OBENKMEN_01140	CDS	246				hypothetical protein
OBENKMEN_01141	CDS	300				hypothetical protein
OBENKMEN_01142	CDS	276				hypothetical protein
OBENKMEN_01143	CDS	234				hypothetical protein
OBENKMEN_01144	CDS	240				hypothetical protein
OBENKMEN_01145	CDS	114				hypothetical protein
OBENKMEN_01146	CDS	387	soxS			Regulatory protein SoxS
OBENKMEN_01147	CDS	165				hypothetical protein
OBENKMEN_01148	CDS	1719		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
OBENKMEN_01149	CDS	852				hypothetical protein
OBENKMEN_01150	CDS	285				hypothetical protein
OBENKMEN_01151	CDS	813	mtfA		COG3228	Protein MtfA
OBENKMEN_01152	tRNA	76				tRNA-Asn(gtt)
OBENKMEN_01153	CDS	4458	mukB		COG3096	Chromosome partition protein MukB
OBENKMEN_01154	CDS	729	mukE		COG3095	Chromosome partition protein MukE
OBENKMEN_01155	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
OBENKMEN_01156	CDS	786	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
OBENKMEN_01157	CDS	894				hypothetical protein
OBENKMEN_01158	CDS	753	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
OBENKMEN_01159	CDS	183				hypothetical protein
OBENKMEN_01160	CDS	210	cspE_1			Cold shock-like protein CspE
OBENKMEN_01161	CDS	1446			COG5383	putative protein
OBENKMEN_01162	CDS	987	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
OBENKMEN_01163	CDS	1749	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
OBENKMEN_01164	CDS	2292				hypothetical protein
OBENKMEN_01165	CDS	303				hypothetical protein
OBENKMEN_01166	CDS	285	ihfB		COG0776	Integration host factor subunit beta
OBENKMEN_01167	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
OBENKMEN_01168	CDS	693	cmk	2.7.4.25		Cytidylate kinase
OBENKMEN_01169	CDS	1287	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
OBENKMEN_01170	CDS	1086	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
OBENKMEN_01171	CDS	1848				hypothetical protein
OBENKMEN_01172	CDS	1095	yadA_1			Adhesin YadA
OBENKMEN_01173	CDS	1038	ansB	3.5.1.1	COG0252	L-asparaginase 2
OBENKMEN_01174	CDS	1767	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
OBENKMEN_01175	CDS	858	focA		COG2116	putative formate transporter 1
OBENKMEN_01176	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
OBENKMEN_01177	CDS	675				hypothetical protein
OBENKMEN_01178	CDS	798	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
OBENKMEN_01179	CDS	636	ycaD_1			putative MFS-type transporter YcaD
OBENKMEN_01180	CDS	384				hypothetical protein
OBENKMEN_01181	CDS	1440				hypothetical protein
OBENKMEN_01182	CDS	291				hypothetical protein
OBENKMEN_01183	CDS	141				hypothetical protein
OBENKMEN_01184	CDS	606				hypothetical protein
OBENKMEN_01185	CDS	642	cdiA2_1	3.1.-.-		tRNA nuclease CdiA-2
OBENKMEN_01186	CDS	369	cdiA2_2	3.1.-.-		tRNA nuclease CdiA-2
OBENKMEN_01187	CDS	1641	shlB_2			Hemolysin transporter protein ShlB
OBENKMEN_01188	CDS	1644	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
OBENKMEN_01189	CDS	252				hypothetical protein
OBENKMEN_01190	CDS	786	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
OBENKMEN_01191	CDS	1188				hypothetical protein
OBENKMEN_01192	CDS	2097	cirA_1		COG4771	Colicin I receptor
OBENKMEN_01193	CDS	252				hypothetical protein
OBENKMEN_01194	CDS	1380				hypothetical protein
OBENKMEN_01195	CDS	765	pheC			Cyclohexadienyl dehydratase
OBENKMEN_01196	CDS	204				hypothetical protein
OBENKMEN_01197	CDS	777	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
OBENKMEN_01198	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OBENKMEN_01199	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
OBENKMEN_01200	CDS	849				hypothetical protein
OBENKMEN_01201	CDS	246				hypothetical protein
OBENKMEN_01202	CDS	480	hcpA_2		COG3157	Major exported protein
OBENKMEN_01203	CDS	525				hypothetical protein
OBENKMEN_01204	CDS	1050	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
OBENKMEN_01205	CDS	1587				hypothetical protein
OBENKMEN_01206	CDS	1020	fbpA			Fe(3+)-binding periplasmic protein
OBENKMEN_01207	CDS	1053	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
OBENKMEN_01208	CDS	408				hypothetical protein
OBENKMEN_01209	CDS	225	symE	3.1.-.-		Endoribonuclease SymE
OBENKMEN_01210	CDS	147				hypothetical protein
OBENKMEN_01211	CDS	486				hypothetical protein
OBENKMEN_01212	CDS	1371				hypothetical protein
OBENKMEN_01213	CDS	2865	rhsB	3.1.-.-	COG3209	putative deoxyribonuclease RhsB
OBENKMEN_01214	CDS	459				hypothetical protein
OBENKMEN_01215	CDS	465				hypothetical protein
OBENKMEN_01216	CDS	3885	rhsC	3.1.-.-	COG3209	Putative deoxyribonuclease RhsC
OBENKMEN_01217	CDS	795				hypothetical protein
OBENKMEN_01218	CDS	900				hypothetical protein
OBENKMEN_01219	CDS	1131	apsD	1.1.1.-		D-apiose dehydrogenase
OBENKMEN_01220	CDS	867	btr		COG0614	HTH-type transcriptional activator Btr
OBENKMEN_01221	CDS	504	rbsD_1	5.4.99.62		D-ribose pyranase
OBENKMEN_01222	CDS	930	rbsK_1	2.7.1.15	COG0524	Ribokinase
OBENKMEN_01223	CDS	702	deoC_1	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
OBENKMEN_01224	CDS	582	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
OBENKMEN_01225	CDS	1137	ssuA			Putative aliphatic sulfonates-binding protein
OBENKMEN_01226	CDS	1149	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
OBENKMEN_01227	CDS	795	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
OBENKMEN_01228	CDS	816	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
OBENKMEN_01229	CDS	2364	pbpC		COG4953	Penicillin-binding protein 1C
OBENKMEN_01230	CDS	246				hypothetical protein
OBENKMEN_01231	CDS	111				hypothetical protein
OBENKMEN_01232	CDS	582				hypothetical protein
OBENKMEN_01233	CDS	441				hypothetical protein
OBENKMEN_01234	CDS	402				hypothetical protein
OBENKMEN_01235	CDS	573	hcpA_3		COG3157	Major exported protein
OBENKMEN_01236	CDS	252				hypothetical protein
OBENKMEN_01237	CDS	240				hypothetical protein
OBENKMEN_01238	CDS	1917				hypothetical protein
OBENKMEN_01239	CDS	882	pgdA	3.5.1.-		Peptidoglycan deacetylase
OBENKMEN_01240	CDS	696				hypothetical protein
OBENKMEN_01241	CDS	540				hypothetical protein
OBENKMEN_01242	tRNA	76				tRNA-Asn(gtt)
OBENKMEN_01243	CDS	1536	murJ		COG0728	putative lipid II flippase MurJ
OBENKMEN_01244	CDS	1611	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
OBENKMEN_01245	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
OBENKMEN_01246	CDS	1206	mdtH			Multidrug resistance protein MdtH
OBENKMEN_01247	CDS	564	yceB			putative lipoprotein YceB
OBENKMEN_01248	CDS	2460	elfC		COG3188	putative outer membrane usher protein ElfC
OBENKMEN_01249	CDS	1368				hypothetical protein
OBENKMEN_01250	CDS	819				hypothetical protein
OBENKMEN_01251	CDS	258	imm			Colicin-E9 immunity protein
OBENKMEN_01252	CDS	252	col	3.1.-.-		Colicin-E9
OBENKMEN_01253	CDS	264				hypothetical protein
