locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJHEAMEG_01034	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
KJHEAMEG_01035	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
KJHEAMEG_01036	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
KJHEAMEG_01037	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
KJHEAMEG_01038	CDS	540				hypothetical protein
KJHEAMEG_01039	CDS	363				hypothetical protein
KJHEAMEG_01040	CDS	720				hypothetical protein
KJHEAMEG_01041	CDS	1293	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
KJHEAMEG_01042	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
KJHEAMEG_01043	CDS	240				hypothetical protein
KJHEAMEG_01044	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
KJHEAMEG_01045	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
KJHEAMEG_01046	CDS	258	ptsH_2		COG1925	Phosphocarrier protein HPr
KJHEAMEG_01047	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
KJHEAMEG_01048	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
KJHEAMEG_01049	CDS	987	zipA		COG3115	Cell division protein ZipA
KJHEAMEG_01050	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
KJHEAMEG_01051	CDS	219				hypothetical protein
KJHEAMEG_01052	CDS	999				hypothetical protein
KJHEAMEG_01053	CDS	927	oxyR_1			Hydrogen peroxide-inducible genes activator
KJHEAMEG_01054	CDS	762				hypothetical protein
KJHEAMEG_01055	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
KJHEAMEG_01056	CDS	1257	xapB			Xanthosine permease
KJHEAMEG_01057	CDS	159				hypothetical protein
KJHEAMEG_01058	CDS	885	hcaR_1			Hca operon transcriptional activator HcaR
KJHEAMEG_01059	tRNA	76				tRNA-Lys(ttt)
KJHEAMEG_01060	tRNA	76				tRNA-Val(tac)
KJHEAMEG_01061	tRNA	76				tRNA-Val(tac)
KJHEAMEG_01062	tRNA	76				tRNA-Val(tac)
KJHEAMEG_01063	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
KJHEAMEG_01064	CDS	372				hypothetical protein
KJHEAMEG_01065	CDS	363				hypothetical protein
KJHEAMEG_01066	tRNA	76				tRNA-Ala(ggc)
KJHEAMEG_01067	tRNA	76				tRNA-Ala(ggc)
KJHEAMEG_01068	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
KJHEAMEG_01069	CDS	1092	nupC		COG1972	Nucleoside permease NupC
KJHEAMEG_01070	CDS	1242	mntH		COG1914	Divalent metal cation transporter MntH
KJHEAMEG_01071	CDS	327				hypothetical protein
KJHEAMEG_01072	CDS	999	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
KJHEAMEG_01073	CDS	1653	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
KJHEAMEG_01074	CDS	1236	yfeO			Putative ion-transport protein YfeO
KJHEAMEG_01075	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
KJHEAMEG_01076	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
KJHEAMEG_01077	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
KJHEAMEG_01078	CDS	114				hypothetical protein
KJHEAMEG_01079	CDS	243				hypothetical protein
KJHEAMEG_01080	CDS	1392	pgtP		COG2271	Phosphoglycerate transporter protein
KJHEAMEG_01081	CDS	1275	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
KJHEAMEG_01082	CDS	2007	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
KJHEAMEG_01083	CDS	1251	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
KJHEAMEG_01084	CDS	96				hypothetical protein
KJHEAMEG_01085	CDS	939	pla	3.4.23.48		Coagulase/fibrinolysin
KJHEAMEG_01086	tRNA	75				tRNA-Arg(cct)
KJHEAMEG_01087	CDS	942	yfdC		COG2116	Inner membrane protein YfdC
KJHEAMEG_01088	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
KJHEAMEG_01089	CDS	1308	fadL		COG2067	Long-chain fatty acid transport protein
KJHEAMEG_01090	CDS	285				hypothetical protein
KJHEAMEG_01091	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
KJHEAMEG_01092	CDS	2148	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
KJHEAMEG_01093	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
KJHEAMEG_01094	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
KJHEAMEG_01095	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
KJHEAMEG_01096	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
KJHEAMEG_01097	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
KJHEAMEG_01098	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
KJHEAMEG_01099	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
KJHEAMEG_01100	CDS	276				hypothetical protein
KJHEAMEG_01101	CDS	2001	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
KJHEAMEG_01102	CDS	1215	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
KJHEAMEG_01103	CDS	657				hypothetical protein
KJHEAMEG_01104	CDS	519				hypothetical protein
KJHEAMEG_01105	CDS	369				hypothetical protein
KJHEAMEG_01106	CDS	249				hypothetical protein
KJHEAMEG_01107	CDS	375				hypothetical protein
KJHEAMEG_01108	CDS	1179	yfcJ_1			putative MFS-type transporter YfcJ
KJHEAMEG_01109	CDS	1002	flk			Flagellar regulator flk
KJHEAMEG_01110	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
KJHEAMEG_01111	CDS	1014	usg		COG0136	USG-1 protein
KJHEAMEG_01112	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
KJHEAMEG_01113	CDS	660	dedA		COG0586	Protein DedA
KJHEAMEG_01114	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
KJHEAMEG_01115	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
KJHEAMEG_01116	CDS	675	dedD			Cell division protein DedD
KJHEAMEG_01117	CDS	489	cvpA		COG1286	Colicin V production protein
KJHEAMEG_01118	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
KJHEAMEG_01119	CDS	1428	rocR		COG3829	Arginine utilization regulatory protein RocR
KJHEAMEG_01120	CDS	1398	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
KJHEAMEG_01121	CDS	1422	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
KJHEAMEG_01122	CDS	1104	orr	5.1.1.12	COG3457	Ornithine racemase
KJHEAMEG_01123	CDS	1407	rocC		COG0833	Amino-acid permease RocC
KJHEAMEG_01124	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
KJHEAMEG_01125	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
KJHEAMEG_01126	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
KJHEAMEG_01127	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
KJHEAMEG_01128	CDS	708	hisM		COG4160	Histidine transport system permease protein HisM
KJHEAMEG_01129	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
KJHEAMEG_01130	CDS	894				Epimerase family protein
KJHEAMEG_01131	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
KJHEAMEG_01132	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
KJHEAMEG_01133	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
KJHEAMEG_01134	CDS	555	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
KJHEAMEG_01135	CDS	1020	gntR_3			HTH-type transcriptional regulator GntR
KJHEAMEG_01136	CDS	444	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
KJHEAMEG_01137	CDS	273				hypothetical protein
KJHEAMEG_01138	CDS	1392	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
KJHEAMEG_01139	CDS	831	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
KJHEAMEG_01140	CDS	954	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
KJHEAMEG_01141	CDS	1521				hypothetical protein
KJHEAMEG_01142	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
KJHEAMEG_01143	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
KJHEAMEG_01144	CDS	456				hypothetical protein
KJHEAMEG_01145	CDS	495				hypothetical protein
KJHEAMEG_01146	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
KJHEAMEG_01147	CDS	1827				hypothetical protein
KJHEAMEG_01148	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
KJHEAMEG_01149	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
KJHEAMEG_01150	CDS	936	hdfR_3			HTH-type transcriptional regulator HdfR
KJHEAMEG_01151	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
KJHEAMEG_01152	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
KJHEAMEG_01153	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
KJHEAMEG_01154	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
KJHEAMEG_01155	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
KJHEAMEG_01156	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
KJHEAMEG_01157	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
KJHEAMEG_01158	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
KJHEAMEG_01159	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
KJHEAMEG_01160	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
KJHEAMEG_01161	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
KJHEAMEG_01162	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
KJHEAMEG_01163	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
KJHEAMEG_01164	CDS	1782				hypothetical protein
KJHEAMEG_01165	CDS	1002	cheV		COG0784	Chemotaxis protein CheV
KJHEAMEG_01166	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
KJHEAMEG_01167	CDS	462	elaA		COG2153	Protein ElaA
KJHEAMEG_01168	CDS	306	elaB		COG4575	Protein ElaB
KJHEAMEG_01169	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
KJHEAMEG_01170	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
KJHEAMEG_01171	CDS	759	menH_1	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KJHEAMEG_01172	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
KJHEAMEG_01173	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
KJHEAMEG_01174	CDS	1368	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
KJHEAMEG_01175	CDS	258	pmrD			Signal transduction protein PmrD
KJHEAMEG_01176	CDS	378	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
KJHEAMEG_01177	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
KJHEAMEG_01178	CDS	1647	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
KJHEAMEG_01179	CDS	900	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
KJHEAMEG_01180	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
KJHEAMEG_01181	CDS	984	arnC	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KJHEAMEG_01182	CDS	1140	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
KJHEAMEG_01183	CDS	393	ais_1	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
KJHEAMEG_01184	CDS	216	ais_2	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
KJHEAMEG_01185	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
KJHEAMEG_01186	CDS	567				hypothetical protein
KJHEAMEG_01187	CDS	1197	pncC_1	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
KJHEAMEG_01188	CDS	783	rhmR_2		COG1414	putative HTH-type transcriptional regulator RhmR
KJHEAMEG_01189	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
KJHEAMEG_01190	CDS	1290	rhmT			Inner membrane transport protein RhmT
KJHEAMEG_01191	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
KJHEAMEG_01192	CDS	177				hypothetical protein
KJHEAMEG_01193	CDS	1023	sseL	3.4.22.-		Deubiquitinase SseL
KJHEAMEG_01194	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
KJHEAMEG_01195	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
KJHEAMEG_01196	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
KJHEAMEG_01197	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
KJHEAMEG_01198	CDS	1083	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
KJHEAMEG_01199	CDS	879	gltC_2			HTH-type transcriptional regulator GltC
KJHEAMEG_01200	CDS	1218	cntE			Staphylopine export protein
KJHEAMEG_01201	CDS	255				hypothetical protein
KJHEAMEG_01202	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
KJHEAMEG_01203	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
KJHEAMEG_01204	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
KJHEAMEG_01205	CDS	885				hypothetical protein
KJHEAMEG_01206	CDS	1326	ttuB_3			Putative tartrate transporter
KJHEAMEG_01207	CDS	1203	rspA_1	4.2.1.-	COG4948	D-galactonate dehydratase family member RspA
KJHEAMEG_01208	CDS	2637	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
KJHEAMEG_01209	CDS	2847	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
KJHEAMEG_01210	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
KJHEAMEG_01211	CDS	2670	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
KJHEAMEG_01212	CDS	1137	ompC_1		COG3203	Outer membrane porin C
KJHEAMEG_01213	CDS	1053	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
KJHEAMEG_01214	CDS	1059	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
KJHEAMEG_01215	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
KJHEAMEG_01216	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
KJHEAMEG_01217	CDS	507	eco		COG4574	Ecotin
KJHEAMEG_01218	CDS	132				hypothetical protein
KJHEAMEG_01219	CDS	492	napF_2		COG1145	Ferredoxin-type protein NapF
KJHEAMEG_01220	CDS	264	napD		COG3062	Chaperone NapD
KJHEAMEG_01221	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
KJHEAMEG_01222	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
KJHEAMEG_01223	CDS	870	napH		COG0348	Ferredoxin-type protein NapH
KJHEAMEG_01224	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
KJHEAMEG_01225	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
KJHEAMEG_01226	CDS	618	ccmA_3	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
KJHEAMEG_01227	CDS	657	ccmB_3		COG2386	Heme exporter protein B
KJHEAMEG_01228	CDS	738	ccmC_3		COG0755	Heme exporter protein C
KJHEAMEG_01229	CDS	213	ccmD_3		COG3114	Heme exporter protein D
KJHEAMEG_01230	CDS	480	ccmE_3		COG2332	Cytochrome c-type biogenesis protein CcmE
KJHEAMEG_01231	CDS	1932	ccmF_3		COG1138	Cytochrome c-type biogenesis protein CcmF
KJHEAMEG_01232	CDS	558	dsbE_3		COG0526	Thiol:disulfide interchange protein DsbE
KJHEAMEG_01233	CDS	375				hypothetical protein
KJHEAMEG_01234	CDS	246				IS200/IS605 family transposase IS200F
KJHEAMEG_01235	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
KJHEAMEG_01236	CDS	1374	ribZ			Riboflavin transporter RibZ
KJHEAMEG_01237	CDS	108				hypothetical protein
KJHEAMEG_01238	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
KJHEAMEG_01239	CDS	240				hypothetical protein
KJHEAMEG_01240	CDS	144	mgrB			PhoP/PhoQ regulator MgrB
KJHEAMEG_01241	CDS	288				hypothetical protein
KJHEAMEG_01242	CDS	210	cspC			Cold shock-like protein CspC
KJHEAMEG_01243	CDS	1746	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
KJHEAMEG_01244	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
KJHEAMEG_01245	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
KJHEAMEG_01246	CDS	459				hypothetical protein
KJHEAMEG_01247	CDS	852	manZ_2		COG3716	PTS system mannose-specific EIID component
KJHEAMEG_01248	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
KJHEAMEG_01249	CDS	969	manX	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
KJHEAMEG_01250	CDS	1560				hypothetical protein
KJHEAMEG_01251	CDS	1602	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
KJHEAMEG_01252	CDS	1365	sdaA_1	4.3.1.17	COG1760	L-serine dehydratase 1
KJHEAMEG_01253	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
KJHEAMEG_01254	CDS	1365	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
KJHEAMEG_01255	CDS	180				hypothetical protein
KJHEAMEG_01256	CDS	345	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
KJHEAMEG_01257	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
KJHEAMEG_01258	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
KJHEAMEG_01259	CDS	582	slp		COG3065	Outer membrane protein Slp
KJHEAMEG_01260	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
KJHEAMEG_01261	CDS	246				IS200/IS605 family transposase IS200F
KJHEAMEG_01262	CDS	5733				hypothetical protein
KJHEAMEG_01263	CDS	1374	cysG		COG0007	Siroheme synthase
KJHEAMEG_01264	CDS	810	nirC		COG2116	Nitrite transporter NirC
KJHEAMEG_01265	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
KJHEAMEG_01266	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
KJHEAMEG_01267	CDS	1182	tsgA		COG0477	Protein TsgA
KJHEAMEG_01268	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
KJHEAMEG_01269	CDS	273				hypothetical protein
KJHEAMEG_01270	CDS	603	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
KJHEAMEG_01271	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
KJHEAMEG_01272	CDS	1218	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
KJHEAMEG_01273	CDS	2088				hypothetical protein
KJHEAMEG_01274	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
KJHEAMEG_01275	CDS	405	yhfA		COG1765	Protein YhfA
KJHEAMEG_01276	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
KJHEAMEG_01277	CDS	219				hypothetical protein
KJHEAMEG_01278	CDS	1023				hypothetical protein
KJHEAMEG_01279	CDS	312	ydhR	1.-.-.-		Putative monooxygenase YdhR
KJHEAMEG_01280	CDS	222				hypothetical protein
KJHEAMEG_01281	CDS	1908	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
KJHEAMEG_01282	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
KJHEAMEG_01283	CDS	1806	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
KJHEAMEG_01284	CDS	201				hypothetical protein
KJHEAMEG_01285	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
KJHEAMEG_01286	CDS	219	slyX			Protein SlyX
KJHEAMEG_01287	CDS	819	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
KJHEAMEG_01288	CDS	723	dauR		COG2964	Transcriptional regulator DauR
KJHEAMEG_01289	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
KJHEAMEG_01290	CDS	357	tusC		COG2923	Protein TusC
KJHEAMEG_01291	CDS	288	tusB		COG2168	Protein TusB
KJHEAMEG_01292	CDS	375	rpsL		COG0048	30S ribosomal protein S12
KJHEAMEG_01293	CDS	471	rpsG		COG0049	30S ribosomal protein S7
KJHEAMEG_01294	CDS	2115	fusA		COG0480	Elongation factor G
KJHEAMEG_01295	CDS	1197				hypothetical protein
KJHEAMEG_01296	CDS	246				IS200/IS605 family transposase IS200F
KJHEAMEG_01297	CDS	684				IS3 family transposase ISSen1
KJHEAMEG_01298	CDS	402				IS3 family transposase ISSen1
KJHEAMEG_01299	tRNA	88				tRNA-Ser(gga)
KJHEAMEG_01300	CDS	678	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
KJHEAMEG_01301	CDS	861				hypothetical protein
KJHEAMEG_01302	CDS	912	dmlR_3			HTH-type transcriptional regulator DmlR
KJHEAMEG_01303	CDS	219	infA		COG0361	Translation initiation factor IF-1
KJHEAMEG_01304	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
KJHEAMEG_01305	CDS	1722	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
KJHEAMEG_01306	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
KJHEAMEG_01307	CDS	969	trxB	1.8.1.9	COG0492	Thioredoxin reductase
KJHEAMEG_01308	CDS	495	lrp_1		COG1522	Leucine-responsive regulatory protein
KJHEAMEG_01309	CDS	4086				hypothetical protein
KJHEAMEG_01310	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
KJHEAMEG_01311	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
KJHEAMEG_01312	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
KJHEAMEG_01313	CDS	2445	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
KJHEAMEG_01314	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KJHEAMEG_01315	CDS	864	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
KJHEAMEG_01316	CDS	1149	ycaD			putative MFS-type transporter YcaD
KJHEAMEG_01317	CDS	1422	ycaM		COG0531	Inner membrane transporter YcaM
KJHEAMEG_01318	CDS	798	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
KJHEAMEG_01319	CDS	168				hypothetical protein
KJHEAMEG_01320	CDS	960	sopD2			Secreted effector protein sopD2
KJHEAMEG_01321	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
KJHEAMEG_01322	CDS	858	focA		COG2116	putative formate transporter 1
KJHEAMEG_01323	CDS	1836	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
KJHEAMEG_01324	CDS	693				hypothetical protein
KJHEAMEG_01325	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
KJHEAMEG_01326	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
KJHEAMEG_01327	CDS	762	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
KJHEAMEG_01328	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
KJHEAMEG_01329	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
KJHEAMEG_01330	CDS	285	ihfB		COG0776	Integration host factor subunit beta
KJHEAMEG_01331	CDS	2265				hypothetical protein
KJHEAMEG_01332	CDS	1749	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
KJHEAMEG_01333	CDS	978	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
KJHEAMEG_01334	CDS	1233				hypothetical protein
KJHEAMEG_01335	CDS	183				hypothetical protein
KJHEAMEG_01336	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
KJHEAMEG_01337	CDS	894				hypothetical protein
KJHEAMEG_01338	CDS	777				hypothetical protein
KJHEAMEG_01339	CDS	804	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
KJHEAMEG_01340	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
KJHEAMEG_01341	CDS	705	mukE		COG3095	Chromosome partition protein MukE
KJHEAMEG_01342	CDS	4467	mukB		COG3096	Chromosome partition protein MukB
KJHEAMEG_01343	CDS	1842	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
KJHEAMEG_01344	CDS	549				hypothetical protein
KJHEAMEG_01345	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
KJHEAMEG_01346	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
